"BUDGET_YEAR","BUDGET_MONTH","GROUP_ID_MAIN_DESC","CASE_AMT","TREASURY_AMT","UPDATE_DATE"
"2565","มกราคม","สนามแข่งม้า","0","0","2566-09-05"
"2566","มกราคม","สนามแข่งม้า","0","0","2566-09-05"
"2565","มกราคม","สลากกินแบ่ง","0","0","2566-09-05"
"2566","มกราคม","สลากกินแบ่ง","0","0","2566-09-05"
"2565","มกราคม","สารทำลายชั้นบรรยากาศโอโซน","0","0","2566-09-05"
"2566","มกราคม","สารทำลายชั้นบรรยากาศโอโซน","0","0","2566-09-05"
"2563","มกราคม","สุรา","15946949.71","9662570.12","2566-09-05"
"2564","มกราคม","สุรา","12288477.02","7424686.22","2566-09-05"
"2565","มกราคม","สุรา","13140426.81","7934496.09","2566-09-05"
"2566","มกราคม","สุรา","14150103.49","8516564.52","2566-09-05"
"2565","มกราคม","หินอ่อนและหินแกรนิต","0","0","2566-09-05"
"2566","มกราคม","หินอ่อนและหินแกรนิต","0","0","2566-09-05"
"2565","มกราคม","อื่นๆ","0","0","2566-09-05"
"2566","มกราคม","อื่นๆ","0","0","2566-09-05"
"2564","มกราคม","เครื่องขายเครื่องดื่ม","10000","6000","2566-09-05"
"2565","มกราคม","เครื่องขายเครื่องดื่ม","0","0","2566-09-05"
"2566","มกราคม","เครื่องขายเครื่องดื่ม","0","0","2566-09-05"
"2563","มกราคม","เครื่องดื่ม","421661.8","260997.08","2566-09-05"
"2564","มกราคม","เครื่องดื่ม","289704.38","183222.63","2566-09-05"
"2565","มกราคม","เครื่องดื่ม","363717.77","223030.67","2566-09-05"
"2566","มกราคม","เครื่องดื่ม","142379.56","85427.74","2566-09-05"
"2565","มกราคม","เครื่องปรับอากาศ","0","0","2566-09-05"
"2566","มกราคม","เครื่องปรับอากาศ","0","0","2566-09-05"
"2563","มกราคม","เบียร์","247987.74","148792.64","2566-09-05"
"2564","มกราคม","เบียร์","99500","59700","2566-09-05"
"2565","มกราคม","เบียร์","81034","48620.4","2566-09-05"
"2566","มกราคม","เบียร์","166956.4","100173.84","2566-09-05"
"2565","มกราคม","เรือ","0","0","2566-09-05"
"2566","มกราคม","เรือ","0","0","2566-09-05"
"2563","มกราคม","แก้วและเครื่องแก้ว","347560","208536","2566-09-05"
"2565","มกราคม","แก้วและเครื่องแก้ว","0","0","2566-09-05"
"2566","มกราคม","แก้วและเครื่องแก้ว","0","0","2566-09-05"
"2563","มกราคม","แบตเตอรี่","219380","136748","2566-09-05"
"2564","มกราคม","แบตเตอรี่","386317.6","238190.56","2566-09-05"
"2565","มกราคม","แบตเตอรี่","1036689.6","635613.76","2566-09-05"
"2566","มกราคม","แบตเตอรี่","215774.28","153464.58","2566-09-05"
"2565","มกราคม","โคมไฟฟ้าและโคมระย้า","0","0","2566-09-05"
"2566","มกราคม","โคมไฟฟ้าและโคมระย้า","0","0","2566-09-05"
"2565","มกราคม","โทรคมนาคม","0","0","2566-09-05"
"2566","มกราคม","โทรคมนาคม","0","0","2566-09-05"
"2563","มกราคม","ไนท์คลับและดิสโกเธค","16000","11600","2566-09-05"
"2564","มกราคม","ไนท์คลับและดิสโกเธค","12000","11200","2566-09-05"
"2565","มกราคม","ไนท์คลับและดิสโกเธค","0","0","2566-09-05"
"2566","มกราคม","ไนท์คลับและดิสโกเธค","0","0","2566-09-05"
"2563","มกราคม","ไพ่","738632","443179.2","2566-09-05"
"2564","มกราคม","ไพ่","940554","565372.4","2566-09-05"
"2565","มกราคม","ไพ่","412060.4","247236.24","2566-09-05"
"2566","มกราคม","ไพ่","179910","107946","2566-09-05"
"2563","กุมภาพันธ์","น้ำมันและผลิตภัณฑ์น้ำมัน","3785801.6","2284077.56","2566-09-05"
"2564","กุมภาพันธ์","น้ำมันและผลิตภัณฑ์น้ำมัน","11975455.5","8679263.7","2566-09-05"
"2565","กุมภาพันธ์","น้ำมันและผลิตภัณฑ์น้ำมัน","1418038","862283.2","2566-09-05"
"2566","กุมภาพันธ์","น้ำมันและผลิตภัณฑ์น้ำมัน","3056731.6","1858437.36","2566-09-05"
"2563","กุมภาพันธ์","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","59756","37853.6","2566-09-05"
"2564","กุมภาพันธ์","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","151078.03","90646.81","2566-09-05"
"2565","กุมภาพันธ์","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","435428.56","261257.14","2566-09-05"
"2566","กุมภาพันธ์","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","902986.5","541791.92","2566-09-05"
"2565","กุมภาพันธ์","พรมและสิ่งทอปูพื้น","0","0","2566-09-05"
"2566","กุมภาพันธ์","พรมและสิ่งทอปูพื้น","0","0","2566-09-05"
"2563","กุมภาพันธ์","ยาสูบ","18054031.48","10838398.03","2566-09-05"
"2564","กุมภาพันธ์","ยาสูบ","13578083.46","8167015.06","2566-09-05"
"2565","กุมภาพันธ์","ยาสูบ","16933974.34","10168413.16","2566-09-05"
"2566","กุมภาพันธ์","ยาสูบ","21266523.08","12777007.64","2566-09-05"
"2563","กุมภาพันธ์","รถจักรยานยนต์","1448800","869280","2566-09-05"
"2564","กุมภาพันธ์","รถจักรยานยนต์","5059694.26","3035816.58","2566-09-05"
"2565","กุมภาพันธ์","รถจักรยานยนต์","2331557.33","1398934.41","2566-09-05"
"2566","กุมภาพันธ์","รถจักรยานยนต์","2660975.84","1604585.52","2566-09-05"
"2563","กุมภาพันธ์","รถยนต์","2802720","1684352","2566-09-05"
"2564","กุมภาพันธ์","รถยนต์","3334909.14","2000945.5","2566-09-05"
"2565","กุมภาพันธ์","รถยนต์","2299686.8","1379812.08","2566-09-05"
"2566","กุมภาพันธ์","รถยนต์","1788060","1072836","2566-09-05"
"2565","กุมภาพันธ์","สถานอาบน้ำหรืออบตัวและนวด","0","0","2566-09-05"
"2566","กุมภาพันธ์","สถานอาบน้ำหรืออบตัวและนวด","0","0","2566-09-05"
"2563","กุมภาพันธ์","สนามกอล์ฟ","2000","2000","2566-09-05"
"2565","กุมภาพันธ์","สนามกอล์ฟ","0","0","2566-09-05"
"2566","กุมภาพันธ์","สนามกอล์ฟ","0","0","2566-09-05"
"2565","กุมภาพันธ์","สนามแข่งม้า","0","0","2566-09-05"
"2566","กุมภาพันธ์","สนามแข่งม้า","0","0","2566-09-05"
"2565","กุมภาพันธ์","สลากกินแบ่ง","0","0","2566-09-05"
"2566","กุมภาพันธ์","สลากกินแบ่ง","0","0","2566-09-05"
"2565","กุมภาพันธ์","สารทำลายชั้นบรรยากาศโอโซน","0","0","2566-09-05"
"2566","กุมภาพันธ์","สารทำลายชั้นบรรยากาศโอโซน","0","0","2566-09-05"
"2563","กุมภาพันธ์","สุรา","13957511.53","8413707.25","2566-09-05"
"2564","กุมภาพันธ์","สุรา","11470108.72","6910145.24","2566-09-05"
"2565","กุมภาพันธ์","สุรา","14590546.35","8769327.87","2566-09-05"
"2566","กุมภาพันธ์","สุรา","12265237.24","7438642.38","2566-09-05"
"2565","กุมภาพันธ์","หินอ่อนและหินแกรนิต","0","0","2566-09-05"
"2566","กุมภาพันธ์","หินอ่อนและหินแกรนิต","0","0","2566-09-05"
"2565","กุมภาพันธ์","อื่นๆ","0","0","2566-09-05"
"2566","กุมภาพันธ์","อื่นๆ","0","0","2566-09-05"
"2565","กุมภาพันธ์","เครื่องขายเครื่องดื่ม","0","0","2566-09-05"
"2566","กุมภาพันธ์","เครื่องขายเครื่องดื่ม","0","0","2566-09-05"
"2563","กุมภาพันธ์","เครื่องดื่ม","30812.72","19287.64","2566-09-05"
"2564","กุมภาพันธ์","เครื่องดื่ม","373435.09","226061.07","2566-09-05"
"2565","กุมภาพันธ์","เครื่องดื่ม","93533.3","63319.98","2566-09-05"
"2566","กุมภาพันธ์","เครื่องดื่ม","81713.41","49028.05","2566-09-05"
"2565","กุมภาพันธ์","เครื่องปรับอากาศ","0","0","2566-09-05"
"2566","กุมภาพันธ์","เครื่องปรับอากาศ","0","0","2566-09-05"
"2563","กุมภาพันธ์","เบียร์","277791.84","166675.1","2566-09-05"
"2564","กุมภาพันธ์","เบียร์","121979.44","73187.66","2566-09-05"
"2565","กุมภาพันธ์","เบียร์","126627.71","75976.63","2566-09-05"
"2566","กุมภาพันธ์","เบียร์","20000","12000","2566-09-05"
"2565","กุมภาพันธ์","เรือ","0","0","2566-09-05"
"2566","กุมภาพันธ์","เรือ","0","0","2566-09-05"
"2563","กุมภาพันธ์","แก้วและเครื่องแก้ว","35000","21000","2566-09-05"
"2565","กุมภาพันธ์","แก้วและเครื่องแก้ว","7275.6","4365.36","2566-09-05"
"2566","กุมภาพันธ์","แก้วและเครื่องแก้ว","0","0","2566-09-05"
"2563","กุมภาพันธ์","แบตเตอรี่","283172","189903.2","2566-09-05"
"2564","กุมภาพันธ์","แบตเตอรี่","1231487.2","750892.32","2566-09-05"
"2565","กุมภาพันธ์","แบตเตอรี่","679606.05","427363.63","2566-09-05"
"2566","กุมภาพันธ์","แบตเตอรี่","875537.25","532522.35","2566-09-05"
"2565","กุมภาพันธ์","โคมไฟฟ้าและโคมระย้า","0","0","2566-09-05"
"2566","กุมภาพันธ์","โคมไฟฟ้าและโคมระย้า","0","0","2566-09-05"
"2565","กุมภาพันธ์","โทรคมนาคม","0","0","2566-09-05"
"2566","กุมภาพันธ์","โทรคมนาคม","0","0","2566-09-05"
"2563","กุมภาพันธ์","ไนท์คลับและดิสโกเธค","58500","42100","2566-09-05"
"2564","กุมภาพันธ์","ไนท์คลับและดิสโกเธค","17000","15000","2566-09-05"
"2565","กุมภาพันธ์","ไนท์คลับและดิสโกเธค","0","0","2566-09-05"
"2566","กุมภาพันธ์","ไนท์คลับและดิสโกเธค","10000","8000","2566-09-05"
"2563","กุมภาพันธ์","ไพ่","766140","459684","2566-09-05"
"2564","กุมภาพันธ์","ไพ่","474504","284702.4","2566-09-05"
"2565","กุมภาพันธ์","ไพ่","237658","142875.6","2566-09-05"
"2566","กุมภาพันธ์","ไพ่","223411.2","134421.12","2566-09-05"
"2563","มีนาคม","น้ำมันและผลิตภัณฑ์น้ำมัน","2694543.6","1630806.16","2566-09-05"
"2564","มีนาคม","น้ำมันและผลิตภัณฑ์น้ำมัน","4865713","2957523.8","2566-09-05"
"2565","มีนาคม","น้ำมันและผลิตภัณฑ์น้ำมัน","1189888.5","721199.1","2566-09-05"
"2566","มีนาคม","น้ำมันและผลิตภัณฑ์น้ำมัน","12785608.35","7737522.21","2566-09-05"
"2563","มีนาคม","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","2000","1600","2566-09-05"
"2564","มีนาคม","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","856807.75","514084.65","2566-09-05"
"2565","มีนาคม","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","639234.18","383540.5","2566-09-05"
"2566","มีนาคม","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","498508.23","299104.93","2566-09-05"
"2565","มีนาคม","พรมและสิ่งทอปูพื้น","0","0","2566-09-05"
"2566","มีนาคม","พรมและสิ่งทอปูพื้น","0","0","2566-09-05"
"2563","มีนาคม","ยาสูบ","16418610.36","9881552.15","2566-09-05"
"2564","มีนาคม","ยาสูบ","15609582.06","9368429.47","2566-09-05"
"2565","มีนาคม","ยาสูบ","18825831.52","11355367.79","2566-09-05"
"2566","มีนาคม","ยาสูบ","20457697.3","12309150.67","2566-09-05"
"2563","มีนาคม","รถจักรยานยนต์","1667490","1000494","2566-09-05"
"2564","มีนาคม","รถจักรยานยนต์","5087817.73","3064690.64","2566-09-05"
"2565","มีนาคม","รถจักรยานยนต์","2431462.08","1464477.26","2566-09-05"
"2566","มีนาคม","รถจักรยานยนต์","1867683.74","1120610.24","2566-09-05"
"2563","มีนาคม","รถยนต์","1406452.7","843871.62","2566-09-05"
"2564","มีนาคม","รถยนต์","3395306.25","2037183.75","2566-09-05"
"2565","มีนาคม","รถยนต์","2848080","1716848","2566-09-05"
"2566","มีนาคม","รถยนต์","3301667.47","1981000.47","2566-09-05"
"2565","มีนาคม","สถานอาบน้ำหรืออบตัวและนวด","0","0","2566-09-05"
"2566","มีนาคม","สถานอาบน้ำหรืออบตัวและนวด","0","0","2566-09-05"
"2564","มีนาคม","สนามกอล์ฟ","5000","4000","2566-09-05"
"2565","มีนาคม","สนามกอล์ฟ","1000","1000","2566-09-05"
"2566","มีนาคม","สนามกอล์ฟ","0","0","2566-09-05"
"2565","มีนาคม","สนามแข่งม้า","0","0","2566-09-05"
"2566","มีนาคม","สนามแข่งม้า","0","0","2566-09-05"
"2565","มีนาคม","สลากกินแบ่ง","0","0","2566-09-05"
"2566","มีนาคม","สลากกินแบ่ง","0","0","2566-09-05"
"2565","มีนาคม","สารทำลายชั้นบรรยากาศโอโซน","0","0","2566-09-05"
"2566","มีนาคม","สารทำลายชั้นบรรยากาศโอโซน","0","0","2566-09-05"
"2563","มีนาคม","สุรา","11658932.7","7050759.66","2566-09-05"
"2564","มีนาคม","สุรา","13016452.48","7830471.49","2566-09-05"
"2565","มีนาคม","สุรา","10546675.77","6348405.51","2566-09-05"
"2566","มีนาคม","สุรา","11934189.7","7247690.86","2566-09-05"
"2565","มีนาคม","หินอ่อนและหินแกรนิต","0","0","2566-09-05"
"2566","มีนาคม","หินอ่อนและหินแกรนิต","0","0","2566-09-05"
"2565","มีนาคม","อื่นๆ","0","0","2566-09-05"
"2566","มีนาคม","อื่นๆ","0","0","2566-09-05"
"2565","มีนาคม","เครื่องขายเครื่องดื่ม","0","0","2566-09-05"
"2566","มีนาคม","เครื่องขายเครื่องดื่ม","0","0","2566-09-05"
"2563","มีนาคม","เครื่องดื่ม","51818.2","34090.92","2566-09-05"
"2564","มีนาคม","เครื่องดื่ม","140467.42","88280.45","2566-09-05"
"2565","มีนาคม","เครื่องดื่ม","179747.16","113848.3","2566-09-05"
"2566","มีนาคม","เครื่องดื่ม","309896.61","196737.97","2566-09-05"
"2565","มีนาคม","เครื่องปรับอากาศ","0","0","2566-09-05"
"2566","มีนาคม","เครื่องปรับอากาศ","0","0","2566-09-05"
"2563","มีนาคม","เบียร์","159368.5","95621.1","2566-09-05"
"2564","มีนาคม","เบียร์","378608.91","227165.35","2566-09-05"
"2565","มีนาคม","เบียร์","157574.45","94544.67","2566-09-05"
"2566","มีนาคม","เบียร์","16000","9600","2566-09-05"
"2565","มีนาคม","เรือ","0","0","2566-09-05"
"2566","มีนาคม","เรือ","0","0","2566-09-05"
"2563","มีนาคม","แก้วและเครื่องแก้ว","20460.74","12276.44","2566-09-05"
"2564","มีนาคม","แก้วและเครื่องแก้ว","","","2566-09-05"
"2565","มีนาคม","แก้วและเครื่องแก้ว","0","0","2566-09-05"
"2566","มีนาคม","แก้วและเครื่องแก้ว","0","0","2566-09-05"
"2563","มีนาคม","แบตเตอรี่","157532.1","96119.26","2566-09-05"
"2564","มีนาคม","แบตเตอรี่","763818.2","473890.92","2566-09-05"
"2565","มีนาคม","แบตเตอรี่","1320100.34","821260.22","2566-09-05"
"2566","มีนาคม","แบตเตอรี่","782870.69","492922.41","2566-09-05"
"2565","มีนาคม","โคมไฟฟ้าและโคมระย้า","0","0","2566-09-05"
"2566","มีนาคม","โคมไฟฟ้าและโคมระย้า","0","0","2566-09-05"
"2565","มีนาคม","โทรคมนาคม","0","0","2566-09-05"
"2566","มีนาคม","โทรคมนาคม","0","0","2566-09-05"
"2563","มีนาคม","ไนท์คลับและดิสโกเธค","38000","37600","2566-09-05"
"2564","มีนาคม","ไนท์คลับและดิสโกเธค","29000","24600","2566-09-05"
"2565","มีนาคม","ไนท์คลับและดิสโกเธค","0","0","2566-09-05"
"2566","มีนาคม","ไนท์คลับและดิสโกเธค","0","0","2566-09-05"
"2563","มีนาคม","ไพ่","528716","317229.6","2566-09-05"
"2564","มีนาคม","ไพ่","1147287.8","688372.68","2566-09-05"
"2565","มีนาคม","ไพ่","449000.9","269587.74","2566-09-05"
"2566","มีนาคม","ไพ่","253891.8","152335.08","2566-09-05"
"2563","เมษายน","น้ำมันและผลิตภัณฑ์น้ำมัน","6434241.5","3870464.9","2566-09-05"
"2564","เมษายน","น้ำมันและผลิตภัณฑ์น้ำมัน","3053463","1859116.2","2566-09-05"
"2565","เมษายน","น้ำมันและผลิตภัณฑ์น้ำมัน","1655155.8","1012388.48","2566-09-05"
"2566","เมษายน","น้ำมันและผลิตภัณฑ์น้ำมัน","3937528","2404033.6","2566-09-05"
"2563","เมษายน","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","25252.8","15151.68","2566-09-05"
"2564","เมษายน","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","140674.88","84404.93","2566-09-05"
"2565","เมษายน","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","872567.65","523540.59","2566-09-05"
"2566","เมษายน","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","899887.26","539932.36","2566-09-05"
"2565","เมษายน","พรมและสิ่งทอปูพื้น","0","0","2566-09-05"
"2566","เมษายน","พรมและสิ่งทอปูพื้น","0","0","2566-09-05"
"2563","เมษายน","ยาสูบ","4925658.7","2958787.99","2566-09-05"
"2564","เมษายน","ยาสูบ","10199937.5","6138392.57","2566-09-05"
"2565","เมษายน","ยาสูบ","16303210.15","9801291.33","2566-09-05"
"2566","เมษายน","ยาสูบ","17259248.19","10360893.81","2566-09-05"
"2563","เมษายน","รถจักรยานยนต์","1715080","1029048","2566-09-05"
"2564","เมษายน","รถจักรยานยนต์","3160482.91","1896289.79","2566-09-05"
"2565","เมษายน","รถจักรยานยนต์","1213556.26","728133.76","2566-09-05"
"2566","เมษายน","รถจักรยานยนต์","1872035.6","1125221.36","2566-09-05"
"2563","เมษายน","รถยนต์","925700","559420","2566-09-05"
"2564","เมษายน","รถยนต์","2090433.33","1255859.99","2566-09-05"
"2565","เมษายน","รถยนต์","1601064","960638.4","2566-09-05"
"2566","เมษายน","รถยนต์","1051800","635840","2566-09-05"
"2565","เมษายน","สถานอาบน้ำหรืออบตัวและนวด","0","0","2566-09-05"
"2566","เมษายน","สถานอาบน้ำหรืออบตัวและนวด","0","0","2566-09-05"
"2564","เมษายน","สนามกอล์ฟ","3000","2400","2566-09-05"
"2565","เมษายน","สนามกอล์ฟ","0","0","2566-09-05"
"2566","เมษายน","สนามกอล์ฟ","20000","20000","2566-09-05"
"2565","เมษายน","สนามแข่งม้า","0","0","2566-09-05"
"2566","เมษายน","สนามแข่งม้า","0","0","2566-09-05"
"2565","เมษายน","สลากกินแบ่ง","0","0","2566-09-05"
"2566","เมษายน","สลากกินแบ่ง","0","0","2566-09-05"
"2565","เมษายน","สารทำลายชั้นบรรยากาศโอโซน","0","0","2566-09-05"
"2566","เมษายน","สารทำลายชั้นบรรยากาศโอโซน","0","0","2566-09-05"
"2563","เมษายน","สุรา","17008133.19","10282479.91","2566-09-05"
"2564","เมษายน","สุรา","9948178.02","6078790.24","2566-09-05"
"2565","เมษายน","สุรา","9488746.04","5725647.65","2566-09-05"
"2566","เมษายน","สุรา","10613481.42","6377888.91","2566-09-05"
"2565","เมษายน","หินอ่อนและหินแกรนิต","0","0","2566-09-05"
"2566","เมษายน","หินอ่อนและหินแกรนิต","0","0","2566-09-05"
"2565","เมษายน","อื่นๆ","0","0","2566-09-05"
"2566","เมษายน","อื่นๆ","0","0","2566-09-05"
"2565","เมษายน","เครื่องขายเครื่องดื่ม","0","0","2566-09-05"
"2566","เมษายน","เครื่องขายเครื่องดื่ม","0","0","2566-09-05"
"2563","เมษายน","เครื่องดื่ม","211600","127360","2566-09-05"
"2564","เมษายน","เครื่องดื่ม","264017.9","162410.74","2566-09-05"
"2565","เมษายน","เครื่องดื่ม","222946.7","134768.02","2566-09-05"
"2566","เมษายน","เครื่องดื่ม","599937.94","371962.77","2566-09-05"
"2565","เมษายน","เครื่องปรับอากาศ","0","0","2566-09-05"
"2566","เมษายน","เครื่องปรับอากาศ","0","0","2566-09-05"
"2564","เมษายน","เบียร์","234570.6","140742.36","2566-09-05"
"2565","เมษายน","เบียร์","144798.6","86879.16","2566-09-05"
"2566","เมษายน","เบียร์","0","0","2566-09-05"
"2565","เมษายน","เรือ","0","0","2566-09-05"
"2566","เมษายน","เรือ","0","0","2566-09-05"
"2564","เมษายน","แก้วและเครื่องแก้ว","3000","1800","2566-09-05"
"2565","เมษายน","แก้วและเครื่องแก้ว","0","0","2566-09-05"
"2566","เมษายน","แก้วและเครื่องแก้ว","0","0","2566-09-05"
"2563","เมษายน","แบตเตอรี่","206120","123672","2566-09-05"
"2564","เมษายน","แบตเตอรี่","562886.5","352931.9","2566-09-05"
"2565","เมษายน","แบตเตอรี่","349200.4","223120.24","2566-09-05"
"2566","เมษายน","แบตเตอรี่","577941.92","361965.16","2566-09-05"
"2565","เมษายน","โคมไฟฟ้าและโคมระย้า","0","0","2566-09-05"
"2566","เมษายน","โคมไฟฟ้าและโคมระย้า","0","0","2566-09-05"
"2565","เมษายน","โทรคมนาคม","0","0","2566-09-05"
"2566","เมษายน","โทรคมนาคม","0","0","2566-09-05"
"2564","เมษายน","ไนท์คลับและดิสโกเธค","29000","29000","2566-09-05"
"2565","เมษายน","ไนท์คลับและดิสโกเธค","4000","3600","2566-09-05"
"2566","เมษายน","ไนท์คลับและดิสโกเธค","20000","20000","2566-09-05"
"2563","เมษายน","ไพ่","2459862","1475917.2","2566-09-05"
"2564","เมษายน","ไพ่","1504894","903256.4","2566-09-05"
"2565","เมษายน","ไพ่","459934","275960.4","2566-09-05"
"2566","เมษายน","ไพ่","248578.2","149146.92","2566-09-05"
"2563","พฤษภาคม","น้ำมันและผลิตภัณฑ์น้ำมัน","8546803","5134481.8","2566-09-05"
"2564","พฤษภาคม","น้ำมันและผลิตภัณฑ์น้ำมัน","6587047","3980228.2","2566-09-05"
"2565","พฤษภาคม","น้ำมันและผลิตภัณฑ์น้ำมัน","3725189","2242059.4","2566-09-05"
"2566","พฤษภาคม","น้ำมันและผลิตภัณฑ์น้ำมัน","7907069.9","4790155.54","2566-09-05"
"2563","พฤษภาคม","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","383168.96","229901.38","2566-09-05"
"2564","พฤษภาคม","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","304414.9","182648.94","2566-09-05"
"2565","พฤษภาคม","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","4008241.1","2404944.66","2566-09-05"
"2566","พฤษภาคม","ผลิตภัณฑ์เครื่องหอมและเครื่องสำอาง","2481927.82","1492756.71","2566-09-05"
"2565","พฤษภาคม","พรมและสิ่งทอปูพื้น","0","0","2566-09-05"
"2566","พฤษภาคม","พรมและสิ่งทอปูพื้น","0","0","2566-09-05"
"2563","พฤษภาคม","ยาสูบ","9905675.52","5969725.47","2566-09-05"
"2564","พฤษภาคม","ยาสูบ","10599007.51","6335081.31","2566-09-05"
"2565","พฤษภาคม","ยาสูบ","23348433.71","14014813.96","2566-09-05"
"2566","พฤษภาคม","ยาสูบ","13872251.42","8330826.1","2566-09-05"
"2563","พฤษภาคม","รถจักรยานยนต์","1830227.94","1098136.78","2566-09-05"
"2564","พฤษภาคม","รถจักรยานยนต์","1224120","734472","2566-09-05"
"2565","พฤษภาคม","รถจักรยานยนต์","1453842.74","872305.64","2566-09-05"
"2566","พฤษภาคม","รถจักรยานยนต์","1466180","879708","2566-09-05"
"2563","พฤษภาคม","รถยนต์","2851959.79","1711175.87","2566-09-05"
"2564","พฤษภาคม","รถยนต์","2287241.24","1372344.74","2566-09-05"
"2565","พฤษภาคม","รถยนต์","1781029.96","1073417.98","2566-09-05"
"2566","พฤษภาคม","รถยนต์","1675924.57","1005554.75","2566-09-05"
"2565","พฤษภาคม","สถานอาบน้ำหรืออบตัวและนวด","0","0","2566-09-05"
"2566","พฤษภาคม","สถานอาบน้ำหรืออบตัวและนวด","2000","2000","2566-09-05"
"2563","พฤษภาคม","สนามกอล์ฟ","10000","8000","2566-09-05"
"2564","พฤษภาคม","สนามกอล์ฟ","44000","35200","2566-09-05"
"2565","พฤษภาคม","สนามกอล์ฟ","0","0","2566-09-05"
"2566","พฤษภาคม","สนามกอล์ฟ","0","0","2566-09-05"
"2565","พฤษภาคม","สนามแข่งม้า","0","0","2566-09-05"
"2566","พฤษภาคม","สนามแข่งม้า","0","0","2566-09-05"
"2565","พฤษภาคม","สลากกินแบ่ง","0","0","2566-09-05"
"2566","พฤษภาคม","สลากกินแบ่ง","0","0","2566-09-05"
"2565","พฤษภาคม","สารทำลายชั้นบรรยากาศโอโซน","2000","1600","2566-09-05"
"2566","พฤษภาคม","สารทำลายชั้นบรรยากาศโอโซน","0","0","2566-09-05"
"2563","พฤษภาคม","สุรา","14209195.19","8661717.12","2566-09-05"
"2564","พฤษภาคม","สุรา","7805733.75","4710240.28","2566-09-05"
"2565","พฤษภาคม","สุรา","10502648.07","6343388.83","2566-09-05"
"2566","พฤษภาคม","สุรา","10066782.34","6076369.49","2566-09-05"
"2565","พฤษภาคม","หินอ่อนและหินแกรนิต","0","0","2566-09-05"
"2566","พฤษภาคม","หินอ่อนและหินแกรนิต","0","0","2566-09-05"
"2565","พฤษภาคม","อื่นๆ","0","0","2566-09-05"
"2566","พฤษภาคม","อื่นๆ","0","0","2566-09-05"
"2565","พฤษภาคม","เครื่องขายเครื่องดื่ม","0","0","2566-09-05"
"2566","พฤษภาคม","เครื่องขายเครื่องดื่ม","0","0","2566-09-05"
"2563","พฤษภาคม","เครื่องดื่ม","1478336.07","887001.65","2566-09-05"
"2564","พฤษภาคม","เครื่องดื่ม","81146","48687.6","2566-09-05"
"2565","พฤษภาคม","เครื่องดื่ม","1821963.65","1109578.19","2566-09-05"
"2566","พฤษภาคม","เครื่องดื่ม","356335.27","216201.16","2566-09-05"
"2565","พฤษภาคม","เครื่องปรับอากาศ","0","0","2566-09-05"
"2566","พฤษภาคม","เครื่องปรับอากาศ","0","0","2566-09-05"
"2563","พฤษภาคม","เบียร์","23000","13800","2566-09-05"
"2564","พฤษภาคม","เบียร์","73000","44800","2566-09-05"
"2565","พฤษภาคม","เบียร์","258934.6","155360.76","2566-09-05"
"2566","พฤษภาคม","เบียร์","0","0","2566-09-05"
"2565","พฤษภาคม","เรือ","10000","8000","2566-09-05"
"2566","พฤษภาคม","เรือ","0","0","2566-09-05"
"2565","พฤษภาคม","แก้วและเครื่องแก้ว","10000","6000","2566-09-05"
"2566","พฤษภาคม","แก้วและเครื่องแก้ว","0","0","2566-09-05"
"2563","พฤษภาคม","แบตเตอรี่","104640","62784","2566-09-05"
"2564","พฤษภาคม","แบตเตอรี่","294139.5","182083.7","2566-09-05"
"2565","พฤษภาคม","แบตเตอรี่","495386.4","314431.84","2566-09-05"
"2566","พฤษภาคม","แบตเตอรี่","1225959.66","738775.8","2566-09-05"
"2565","พฤษภาคม","โคมไฟฟ้าและโคมระย้า","0","0","2566-09-05"
"2566","พฤษภาคม","โคมไฟฟ้าและโคมระย้า","0","0","2566-09-05"
"2565","พฤษภาคม","โทรคมนาคม","0","0","2566-09-05"
"2566","พฤษภาคม","โทรคมนาคม","0","0","2566-09-05"
"2563","พฤษภาคม","ไนท์คลับและดิสโกเธค","1000","800","2566-09-05"
"2565","พฤษภาคม","ไนท์คลับและดิสโกเธค","4000","3600","2566-09-05"
"2566","พฤษภาคม","ไนท์คลับและดิสโกเธค","0","0","2566-09-05"
"2563","พฤษภาคม","ไพ่","202896","123417.6","2566-09-05"
"2564","พฤษภาคม","ไพ่","765626","459375.6","2566-09-05"
"2565","พฤษภาคม","ไพ่","189752","113851.2","2566-09-05"
"2566","พฤษภาคม","ไพ่","235194.8","141116.88","2566-09-05"
